id,model,baseline_label,best_prefix,best_prefix_label,n_prefixes_tested,n_prefixes_fixed,outcome,category,curvature_score,oppositeness_score,density,centrality
v5_borderline_fake_0192,mixtral-8x7b,2,epistemic_humility,0,4,4,fixed,borderline_plausible_fake,0.7486724257469177,0.47742164,1.9382038,0.6591178
v5_borderline_fake_0193,mixtral-8x7b,2,fact_grounded,0,4,3,fixed,borderline_plausible_fake,-1.1920928955078125e-07,0.5965619,1.9843268,0.5988921
v5_borderline_fake_0194,mixtral-8x7b,2,epistemic_humility,0,4,4,fixed,borderline_plausible_fake,0.6751474142074585,0.43852913,1.6967952,0.7619981
v5_borderline_fake_0195,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,borderline_plausible_fake,-1.1920928955078125e-07,0.5559261,1.8503127,0.6232032
v5_borderline_fake_0196,mixtral-8x7b,2,entity_aware,0,4,2,fixed,borderline_plausible_fake,0.6466291546821594,0.5697567,1.8544677,0.6620529
v5_borderline_fake_0197,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,borderline_plausible_fake,0.873245432972908,0.49988836,1.6097437,0.70246035
v5_borderline_fake_0198,mixtral-8x7b,2,epistemic_humility,0,4,3,fixed,borderline_plausible_fake,0.711656242609024,0.495852,1.7595559,0.693178
v5_borderline_fake_0199,mixtral-8x7b,2,structured_caution,0,4,1,fixed,borderline_plausible_fake,0.543738603591919,0.5970831,1.9128743,0.6596515
v5_borderline_fake_0200,mixtral-8x7b,1,entity_aware,0,4,1,other,borderline_plausible_fake,0.0410547256469726,0.47327042,1.6017174,0.7917218
v5_borderline_obscure_0001,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,borderline_obscure_real,0.8291757553815842,0.43816906,1.7352712,0.81941974
v5_borderline_obscure_0002,mixtral-8x7b,0,epistemic_humility,0,4,3,regressed,borderline_obscure_real,0.4429705739021301,0.44201028,1.5745137,0.80805504
v5_borderline_obscure_0003,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,borderline_obscure_real,0.7239034473896027,0.4474941,1.6390094,0.8680433
v5_borderline_obscure_0004,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,borderline_obscure_real,0.7224847674369812,0.47982055,1.6320937,0.72216034
v5_borderline_obscure_0005,mixtral-8x7b,0,epistemic_humility,0,4,3,regressed,borderline_obscure_real,0.070713996887207,0.46574837,1.6590619,0.7578204
v5_borderline_obscure_0006,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,borderline_obscure_real,0.5206816494464874,0.5487076,1.5393848,0.73400855
v5_borderline_obscure_0007,mixtral-8x7b,2,fact_grounded,1,4,2,fixed,borderline_obscure_real,0.0114694833755493,0.49172187,1.83441,0.78338593
v5_borderline_obscure_0008,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,borderline_obscure_real,0.4119096398353576,0.4822368,1.7424259,0.78367406
v5_borderline_obscure_0009,mixtral-8x7b,2,structured_caution,0,4,4,fixed,borderline_obscure_real,0.7202727198600769,0.49687535,1.6360351,0.7464775
v5_borderline_obscure_0010,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,borderline_obscure_real,0.847139835357666,0.4673326,1.8425782,0.72834164
v5_borderline_obscure_0011,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,borderline_obscure_real,5.960464477539064e-08,0.4623654,1.6366435,0.84461
v5_borderline_obscure_0012,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,borderline_obscure_real,0.8485722243785858,0.51625407,1.6735818,0.77708876
v5_borderline_obscure_0013,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,borderline_obscure_real,0.3175773024559021,0.4564908,1.7504754,0.6918785
v5_borderline_obscure_0014,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,borderline_obscure_real,5.960464477539064e-08,0.47760868,1.8227288,0.71745694
v5_borderline_obscure_0015,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,borderline_obscure_real,0.6247406899929047,0.44938576,1.8121567,0.76350963
v5_borderline_obscure_0016,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,borderline_obscure_real,0.6650841236114502,0.441835,1.6016989,0.74891317
v5_borderline_obscure_0017,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,borderline_obscure_real,5.960464477539064e-08,0.4197827,1.5884551,0.7877054
v5_borderline_obscure_0018,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,borderline_obscure_real,0.0,0.4622528,1.7660844,0.74782115
v5_borderline_obscure_0019,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,borderline_obscure_real,0.0,0.51495314,1.5944314,0.76439214
v5_borderline_obscure_0020,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,borderline_obscure_real,0.3561732769012451,0.4784913,1.9909211,0.7759688
v5_borderline_obscure_0021,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,borderline_obscure_real,1.1920928955078125e-07,0.5242578,1.5959893,0.7713027
v5_borderline_obscure_0022,mixtral-8x7b,2,epistemic_humility,0,4,4,fixed,borderline_obscure_real,0.0,0.546945,1.7336638,0.6245799
v5_borderline_obscure_0023,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,borderline_obscure_real,0.4188733100891113,0.45535225,1.6939172,0.78515285
v5_borderline_obscure_0024,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,borderline_obscure_real,0.0,0.44498116,1.6484592,0.7659398
v5_borderline_obscure_0025,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,borderline_obscure_real,0.0,0.49235022,1.6649421,0.67864996
v5_borderline_obscure_0026,mixtral-8x7b,1,epistemic_humility,0,4,4,other,borderline_obscure_real,0.6634461581707001,0.4868688,1.5092492,0.8402075
v5_borderline_obscure_0027,mixtral-8x7b,0,entity_aware,0,4,2,regressed,borderline_obscure_real,0.1664222478866577,0.4959398,1.8894776,0.73428833
v5_borderline_obscure_0028,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,borderline_obscure_real,0.5864200592041016,0.45404124,1.6655588,0.8519436
v5_borderline_obscure_0029,mixtral-8x7b,0,fact_grounded,0,4,2,regressed,borderline_obscure_real,0.02455735206604,0.44847775,1.7298402,0.7014967
v5_borderline_obscure_0030,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,borderline_obscure_real,0.6494566202163696,0.48911744,1.6324518,0.5996076
v5_borderline_obscure_0031,mixtral-8x7b,1,entity_aware,0,4,3,other,borderline_obscure_real,0.3455712795257568,0.47320324,1.8024662,0.69913757
v5_borderline_obscure_0032,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,borderline_obscure_real,0.0081925988197326,0.4929244,1.9738647,0.743876
v5_borderline_obscure_0033,mixtral-8x7b,1,epistemic_humility,0,4,2,other,borderline_obscure_real,0.2564482688903808,0.5022969,1.6722127,0.7197161
v5_borderline_obscure_0034,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,borderline_obscure_real,0.6476704478263855,0.4927281,1.9935583,0.66912985
v5_borderline_obscure_0035,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,borderline_obscure_real,0.1036110520362854,0.49620616,1.9464239,0.7625543
v5_borderline_obscure_0036,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,borderline_obscure_real,0.1893306374549865,0.45553076,1.6851434,0.7224195
v5_borderline_obscure_0037,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,borderline_obscure_real,0.5716051757335663,0.49403572,1.6986029,0.7840322
v5_borderline_obscure_0038,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,borderline_obscure_real,0.3350645303726196,0.45796448,1.7031637,0.78464985
v5_borderline_obscure_0039,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,borderline_obscure_real,0.6496972143650055,0.47945386,1.5452751,0.77897644
v5_borderline_obscure_0040,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,borderline_obscure_real,0.2298429608345031,0.47979128,1.8979496,0.73638785
v5_borderline_obscure_0041,mixtral-8x7b,2,fact_grounded,1,4,1,fixed,borderline_obscure_real,0.0,0.5036973,1.8592199,0.7659955
v5_borderline_obscure_0042,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,borderline_obscure_real,0.8505973517894745,0.47817302,1.5593914,0.7971449
v5_borderline_obscure_0043,mixtral-8x7b,2,epistemic_humility,0,4,4,fixed,borderline_obscure_real,0.6877661049365997,0.47681677,1.8006053,0.6480782
v5_borderline_obscure_0044,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,borderline_obscure_real,0.3181743621826172,0.48358887,1.934637,0.7067406
v5_borderline_obscure_0045,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,borderline_obscure_real,1.1920928955078125e-07,0.48382676,1.8563365,0.67228913
v5_borderline_obscure_0046,mixtral-8x7b,1,epistemic_humility,0,4,4,other,borderline_obscure_real,0.182330846786499,0.49697292,1.9187998,0.73005164
v5_borderline_obscure_0047,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,borderline_obscure_real,0.8161222040653229,0.48554575,1.5931594,0.762771
v5_borderline_obscure_0048,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,borderline_obscure_real,0.6863225102424622,0.49898553,1.6580944,0.75700694
v5_borderline_obscure_0049,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,borderline_obscure_real,-1.1920928955078125e-07,0.4978794,1.8326856,0.701288
v5_borderline_obscure_0050,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,borderline_obscure_real,0.0051040053367614,0.49322343,2.0305424,0.71494055
v5_borderline_obscure_0051,mixtral-8x7b,1,epistemic_humility,0,4,3,other,borderline_obscure_real,0.1672185063362121,0.49963844,1.6674365,0.6845982
v5_borderline_obscure_0052,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,borderline_obscure_real,0.8606378138065338,0.4391579,1.8851767,0.70689297
v5_borderline_obscure_0053,mixtral-8x7b,2,epistemic_humility,0,4,3,fixed,borderline_obscure_real,0.0707822442054748,0.4518426,1.7653162,0.7718828
v5_borderline_obscure_0054,mixtral-8x7b,0,entity_aware,0,4,2,regressed,borderline_obscure_real,0.5624226033687592,0.5141543,1.647201,0.67812276
v5_borderline_obscure_0055,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,borderline_obscure_real,0.2843105792999267,0.47643209,1.8102301,0.77025974
v5_borderline_obscure_0056,mixtral-8x7b,1,fact_grounded,0,4,2,other,borderline_obscure_real,0.0,0.41395086,1.6809366,0.8068759
v5_borderline_obscure_0057,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,borderline_obscure_real,0.665473997592926,0.5362394,1.6465967,0.7130873
v5_borderline_obscure_0058,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,borderline_obscure_real,0.8260233104228973,0.45825875,1.6701964,0.824396
v5_borderline_obscure_0059,mixtral-8x7b,0,epistemic_humility,1,4,1,regressed,borderline_obscure_real,0.4759364724159241,0.48680997,1.6908376,0.7963073
v5_borderline_obscure_0060,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,borderline_obscure_real,0.0810097455978393,0.46372366,2.0404596,0.7283789
v5_borderline_obscure_0061,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,borderline_obscure_real,0.7027108371257782,0.4683681,1.7377634,0.6606631
v5_borderline_obscure_0062,mixtral-8x7b,2,structured_caution,0,4,1,fixed,borderline_obscure_real,0.4511294960975647,0.43645447,1.5772417,0.8188232
v5_borderline_obscure_0063,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,borderline_obscure_real,0.3349462151527405,0.51701695,1.5568583,0.7178949
v5_borderline_obscure_0064,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,borderline_obscure_real,0.8726782649755478,0.41365802,1.4798175,0.77913237
v5_borderline_obscure_0065,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,borderline_obscure_real,0.0,0.47796196,1.9526073,0.76143897
v5_borderline_obscure_0066,mixtral-8x7b,0,epistemic_humility,0,4,3,regressed,borderline_obscure_real,0.0,0.4705643,1.7424027,0.67095566
v5_borderline_obscure_0067,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,borderline_obscure_real,0.7249953150749207,0.4693129,1.6419848,0.7222074
v5_borderline_obscure_0068,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,borderline_obscure_real,0.2178782224655151,0.4581957,1.6570258,0.7969356
v5_borderline_obscure_0069,mixtral-8x7b,1,entity_aware,0,4,4,other,borderline_obscure_real,0.1561086773872375,0.5360286,1.6546702,0.7351823
v5_borderline_obscure_0070,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,borderline_obscure_real,0.840747058391571,0.45967788,1.7382486,0.7379993
v5_borderline_obscure_0071,mixtral-8x7b,2,fact_grounded,0,4,4,fixed,borderline_obscure_real,0.1552290916442871,0.45892715,1.7555363,0.7494654
v5_borderline_obscure_0072,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,borderline_obscure_real,0.6302436590194702,0.49452108,1.6380854,0.80060625
v5_borderline_obscure_0073,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,borderline_obscure_real,5.960464477539064e-08,0.50690866,1.44802,0.82337546
v5_borderline_obscure_0074,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,borderline_obscure_real,1.788139343261719e-07,0.47591293,1.8130808,0.7191676
v5_borderline_obscure_0075,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,borderline_obscure_real,0.4614946842193603,0.5380572,1.6836225,0.7855641
v5_borderline_obscure_0076,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,borderline_obscure_real,0.8180216550827026,0.37032795,1.6992867,0.72557247
v5_borderline_obscure_0077,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,borderline_obscure_real,0.2577977180480957,0.4332075,1.9426578,0.6556275
v5_borderline_obscure_0078,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,borderline_obscure_real,0.0762277245521545,0.47791147,1.6867803,0.62173176
v5_borderline_obscure_0079,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,borderline_obscure_real,0.0,0.46628082,2.05195,0.75984013
v5_borderline_obscure_0080,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,borderline_obscure_real,0.839666023850441,0.50858307,1.7306993,0.78317666
v5_borderline_obscure_0081,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,borderline_obscure_real,0.7103278040885925,0.45938027,1.8199004,0.75223464
v5_borderline_obscure_0082,mixtral-8x7b,0,epistemic_humility,0,4,3,regressed,borderline_obscure_real,0.6141177713871002,0.45376927,1.6470445,0.81676793
v5_borderline_obscure_0083,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,borderline_obscure_real,0.7384410500526428,0.46330965,1.6337173,0.7531926
v5_borderline_obscure_0084,mixtral-8x7b,0,structured_caution,0,4,3,regressed,borderline_obscure_real,0.4609901905059814,0.44517964,1.7141255,0.7717266
v5_borderline_obscure_0085,mixtral-8x7b,0,entity_aware,0,4,4,already_correct,borderline_obscure_real,5.960464477539064e-08,0.5023172,1.7609417,0.7853875
v5_borderline_obscure_0086,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,borderline_obscure_real,5.960464477539064e-08,0.4696772,1.5609037,0.78900576
v5_borderline_obscure_0087,mixtral-8x7b,1,fact_grounded,0,4,3,other,borderline_obscure_real,-1.1920928955078125e-07,0.50857526,1.7054707,0.7652538
v5_borderline_obscure_0088,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,borderline_obscure_real,0.0,0.49095762,1.6862006,0.8300318
v5_borderline_obscure_0089,mixtral-8x7b,1,entity_aware,0,4,4,other,borderline_obscure_real,0.0667811632156372,0.56319827,1.8069042,0.68639266
v5_borderline_obscure_0090,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,borderline_obscure_real,0.3239087462425232,0.48277223,1.8745773,0.6941002
v5_borderline_obscure_0091,mixtral-8x7b,0,epistemic_humility,0,4,3,regressed,borderline_obscure_real,0.1620402336120605,0.47573465,1.7881291,0.7761785
v5_borderline_obscure_0092,mixtral-8x7b,1,epistemic_humility,0,4,2,other,borderline_obscure_real,0.7021263539791107,0.50976616,1.6354719,0.6695013
v5_borderline_obscure_0093,mixtral-8x7b,2,epistemic_humility,2,4,0,still_broken,borderline_obscure_real,0.236072838306427,0.50363714,2.1635962,0.7607641
v5_borderline_obscure_0094,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,borderline_obscure_real,0.2845561504364013,0.49564677,1.9093589,0.7317558
v5_borderline_obscure_0095,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,borderline_obscure_real,0.6352540254592896,0.4570853,1.5750817,0.7293287
v5_borderline_obscure_0096,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,borderline_obscure_real,0.1117286682128906,0.49135184,1.9276137,0.7193164
v5_borderline_obscure_0097,mixtral-8x7b,2,epistemic_humility,0,4,4,fixed,borderline_obscure_real,0.1424754858016967,0.45068604,1.4483877,0.8408248
v5_borderline_obscure_0098,mixtral-8x7b,1,epistemic_humility,0,4,4,other,borderline_obscure_real,0.7015466094017029,0.51133007,1.8927664,0.6864177
v5_borderline_obscure_0099,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,borderline_obscure_real,0.0,0.5192934,1.507762,0.79460216
v5_borderline_obscure_0100,mixtral-8x7b,0,epistemic_humility,2,4,0,regressed,borderline_obscure_real,0.269266664981842,0.49663186,1.9662423,0.7186696
v5_borderline_obscure_0101,mixtral-8x7b,0,fact_grounded,0,4,3,regressed,borderline_obscure_real,0.3140336275100708,0.5636755,1.6306014,0.72424996
v5_borderline_obscure_0102,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,borderline_obscure_real,0.8172876089811325,0.41090328,1.641036,0.73972607
v5_borderline_obscure_0103,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,borderline_obscure_real,0.2451448440551757,0.47396523,1.5584686,0.81654245
v5_borderline_obscure_0104,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,borderline_obscure_real,0.8845172673463821,0.48529065,1.534233,0.7457483
v5_borderline_obscure_0105,mixtral-8x7b,1,epistemic_humility,0,4,3,other,borderline_obscure_real,0.5053333640098572,0.46207178,1.8120768,0.7298209
v5_borderline_obscure_0106,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,borderline_obscure_real,0.0,0.47935063,1.8219986,0.8178801
v5_borderline_obscure_0107,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,borderline_obscure_real,0.6902163624763489,0.47651422,1.7018917,0.7232404
v5_borderline_obscure_0108,mixtral-8x7b,1,epistemic_humility,0,4,3,other,borderline_obscure_real,0.7412211894989014,0.45759457,1.5945166,0.7208876
v5_borderline_obscure_0109,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,borderline_obscure_real,0.5815531611442566,0.4512658,1.4642665,0.83524257
v5_borderline_obscure_0110,mixtral-8x7b,2,epistemic_humility,0,4,4,fixed,borderline_obscure_real,0.7343935966491699,0.4439972,1.4901899,0.7067605
v5_borderline_obscure_0111,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,borderline_obscure_real,0.5389372706413269,0.5018865,1.8436584,0.6974267
v5_borderline_obscure_0112,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,borderline_obscure_real,0.3629971146583557,0.48327845,1.7431203,0.8067323
v5_borderline_obscure_0113,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,borderline_obscure_real,0.6884599328041077,0.46208298,1.8830667,0.7468588
v5_borderline_obscure_0114,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,borderline_obscure_real,5.960464477539064e-08,0.4989227,1.7647445,0.71454024
v5_borderline_obscure_0115,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,borderline_obscure_real,0.7443433105945587,0.4694525,1.5407761,0.73809886
v5_borderline_obscure_0116,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,borderline_obscure_real,0.7387124001979828,0.43523556,1.5871522,0.7468285
v5_borderline_obscure_0117,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,borderline_obscure_real,0.672453910112381,0.4478073,1.6277262,0.741805
v5_borderline_obscure_0118,mixtral-8x7b,2,fact_grounded,0,4,3,fixed,borderline_obscure_real,5.960464477539064e-08,0.47427398,1.559772,0.8280482
v5_borderline_obscure_0119,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,borderline_obscure_real,0.8542274087667465,0.4675184,1.4822739,0.76923054
v5_borderline_obscure_0120,mixtral-8x7b,2,epistemic_humility,0,4,4,fixed,borderline_obscure_real,0.2072088718414306,0.47670275,1.8526777,0.7485028
v5_borderline_obscure_0121,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,borderline_obscure_real,0.7550997138023376,0.4840122,1.6996121,0.68252707
v5_borderline_obscure_0122,mixtral-8x7b,2,epistemic_humility,0,4,3,fixed,borderline_obscure_real,0.0437800288200378,0.4759946,1.711684,0.75636363
v5_borderline_obscure_0123,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,borderline_obscure_real,0.3646000623703003,0.4506963,1.7628819,0.81460655
v5_borderline_obscure_0124,mixtral-8x7b,2,fact_grounded,0,4,2,fixed,borderline_obscure_real,0.4256113171577453,0.5040448,1.7651346,0.7565073
v5_borderline_obscure_0125,mixtral-8x7b,2,epistemic_humility,1,4,4,fixed,borderline_obscure_real,0.7497094571590424,0.4611178,1.6800559,0.7329579
v5_borderline_obscure_0126,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,borderline_obscure_real,-1.1920928955078125e-07,0.48666435,1.8555489,0.7621869
v5_borderline_obscure_0127,mixtral-8x7b,2,fact_grounded,0,4,1,fixed,borderline_obscure_real,0.0335595607757568,0.5480763,1.6121126,0.7235518
v5_borderline_obscure_0128,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,borderline_obscure_real,0.3938405513763428,0.48603344,1.6348096,0.6821923
v5_borderline_obscure_0129,mixtral-8x7b,1,epistemic_humility,1,4,2,other,borderline_obscure_real,0.1960887908935547,0.46259928,1.5352654,0.8705781
v5_borderline_obscure_0130,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,borderline_obscure_real,0.8762394189834595,0.5006671,1.6017476,0.68056774
v5_borderline_obscure_0131,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,borderline_obscure_real,0.5640728175640106,0.47692817,1.6427097,0.8136604
v5_borderline_obscure_0132,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,borderline_obscure_real,0.4473485350608825,0.4075995,1.702118,0.7543076
v5_borderline_obscure_0133,mixtral-8x7b,0,entity_aware,0,4,3,regressed,borderline_obscure_real,0.6601657271385193,0.5009117,1.744007,0.6873678
v5_borderline_obscure_0134,mixtral-8x7b,0,epistemic_humility,0,4,3,regressed,borderline_obscure_real,0.8502336740493774,0.4314003,1.6417844,0.74288
v5_borderline_obscure_0135,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,borderline_obscure_real,0.2092490792274475,0.48979455,1.7279443,0.6636758
v5_borderline_obscure_0136,mixtral-8x7b,0,epistemic_humility,0,4,3,regressed,borderline_obscure_real,0.6359598636627197,0.48345172,2.0316088,0.6970372
v5_borderline_obscure_0137,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,borderline_obscure_real,0.7243109941482544,0.49176908,1.7088134,0.7608651
v5_borderline_obscure_0138,mixtral-8x7b,2,fact_grounded,1,4,2,fixed,borderline_obscure_real,0.4954464435577392,0.4699049,1.6099002,0.7222589
v5_borderline_obscure_0139,mixtral-8x7b,1,epistemic_humility,0,4,4,other,borderline_obscure_real,0.0090188980102539,0.44285494,1.7638285,0.74117094
v5_borderline_obscure_0140,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,borderline_obscure_real,0.2481904625892639,0.48594463,1.8879198,0.7809486
v5_borderline_obscure_0141,mixtral-8x7b,1,entity_aware,0,4,4,other,borderline_obscure_real,0.5877574980258942,0.45374972,1.8707117,0.74638426
v5_borderline_obscure_0142,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,borderline_obscure_real,0.5241800546646118,0.4550308,1.6857115,0.8010763
v5_borderline_obscure_0143,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,borderline_obscure_real,0.2782567739486694,0.4688332,1.4692653,0.8042706
v5_borderline_obscure_0144,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,borderline_obscure_real,0.7628540098667145,0.45821238,1.6274271,0.7242888
v5_borderline_obscure_0145,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,borderline_obscure_real,0.8008290380239487,0.4551614,1.7506717,0.7323367
v5_borderline_obscure_0146,mixtral-8x7b,0,epistemic_humility,0,4,3,regressed,borderline_obscure_real,0.4476428627967834,0.50235283,1.9459195,0.7236755
v5_borderline_obscure_0147,mixtral-8x7b,2,epistemic_humility,0,4,4,fixed,borderline_obscure_real,0.0,0.47647923,1.6717278,0.73481363
v5_borderline_obscure_0148,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,borderline_obscure_real,0.7786814123392105,0.47519594,1.7698305,0.6489495
v5_borderline_obscure_0149,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,borderline_obscure_real,0.6073014140129089,0.4650318,1.670883,0.7347568
v5_borderline_obscure_0150,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,borderline_obscure_real,0.4680010676383972,0.48527825,1.5900888,0.81827193
v5_borderline_obscure_0151,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,borderline_obscure_real,0.2802417278289795,0.4635418,1.8783382,0.73609364
v5_borderline_obscure_0152,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,borderline_obscure_real,0.3593554496765136,0.4528467,1.9722369,0.7995666
v5_borderline_obscure_0153,mixtral-8x7b,2,entity_aware,0,4,1,fixed,borderline_obscure_real,0.6139974892139435,0.5393075,1.8567194,0.7189444
v5_borderline_obscure_0154,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,borderline_obscure_real,0.743981271982193,0.45810294,1.8088219,0.71430457
v5_borderline_obscure_0155,mixtral-8x7b,0,entity_aware,0,4,3,regressed,borderline_obscure_real,0.5820356607437134,0.43077445,1.5537219,0.89082354
v5_borderline_obscure_0156,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,borderline_obscure_real,0.7728721052408218,0.45886225,1.5428958,0.74964666
v5_borderline_obscure_0157,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,borderline_obscure_real,0.4307671785354614,0.47795492,1.5856394,0.71837026
v5_borderline_obscure_0158,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,borderline_obscure_real,-1.1920928955078125e-07,0.5129024,1.8285359,0.7408775
v5_borderline_obscure_0159,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,borderline_obscure_real,0.8642853945493698,0.49474144,1.7971936,0.73792374
v5_borderline_obscure_0160,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,borderline_obscure_real,0.4181802272796631,0.4753936,2.0391018,0.7546623
v5_borderline_obscure_0161,mixtral-8x7b,0,epistemic_humility,0,4,4,already_correct,borderline_obscure_real,5.960464477539064e-08,0.45055914,1.7316309,0.6856822
v5_borderline_obscure_0162,mixtral-8x7b,0,epistemic_humility,0,4,3,regressed,borderline_obscure_real,0.0,0.5346289,1.7927521,0.7754821
v5_borderline_obscure_0163,mixtral-8x7b,2,epistemic_humility,0,4,4,fixed,borderline_obscure_real,-1.1920928955078125e-07,0.52647924,1.7917619,0.72692263
